MonthlyCharges,data_source,StreamingMovies,Partner,value,PhoneService,InternetService,StreamingTV,OnlineSecurity,MultipleLines,Dependents,DeviceProtection,SeniorCitizen,TotalCharges,TechSupport,gender ,PaperlessBilling,tenure,Churn,OnlineBackup,PaymentMethod,Contract,customerID
104.35,other,Yes,Yes,151642.0,Yes,Fiber optic,Yes,No,Yes,No,Yes,1.0,6578.55,No,Male,Yes,65.0,No,Yes,Electronic check,Month-to-month,2378-VTKDH
101.0,other,Yes,Yes,151642.0,Yes,Fiber optic,Yes,No,Yes,No,No,1.0,4388.4,No,Male,Yes,43.0,Yes,Yes,Electronic check,Month-to-month,8374-XGEJJ
50.4,other,No,No,151642.0,Yes,DSL,No,No,Yes,No,No,0.0,137.25,No,Male,No,3.0,No,No,Bank transfer (automatic),Month-to-month,9631-XEYKE
89.65,other,Yes,No,151642.0,Yes,DSL,Yes,Yes,Yes,No,Yes,0.0,5308.7,Yes,Female,No,61.0,No,Yes,Electronic check,Two year,2863-IMQDR
19.4,other,No internet service,No,151642.0,Yes,No,No internet service,No internet service,No,No,No internet service,0.0,1023.95,No internet service,Female,No,50.0,No,No internet service,Credit card (automatic),Two year,2817-LVCPP
91.7,other,No,Yes,151642.0,Yes,Fiber optic,Yes,Yes,Yes,No,No,0.0,3479.05,No,Male,No,38.0,No,No,Bank transfer (automatic),Month-to-month,3717-LNXKW
45.0,other,No,No,151642.0,Yes,DSL,No,No,No,No,No,0.0,96.45,No,Male,Yes,2.0,Yes,No,Mailed check,Month-to-month,4671-LXRDQ
86.2,other,Yes,Yes,151642.0,Yes,DSL,Yes,No,Yes,Yes,Yes,0.0,4524.05,Yes,Female,Yes,54.0,No,Yes,Electronic check,Month-to-month,0292-WEGCH
43.95,other,No,No,151642.0,Yes,DSL,No,No,No,No,No,1.0,85.1,No,Female,No,2.0,No,No,Electronic check,Month-to-month,3798-EPWRR
44.9,other,No,Yes,151642.0,Yes,DSL,No,No,No,No,No,0.0,839.65,No,Female,No,19.0,No,No,Mailed check,Month-to-month,7883-ROJOC
84.45,other,No,Yes,151642.0,Yes,Fiber optic,No,Yes,Yes,No,No,0.0,2467.1,No,Male,Yes,29.0,Yes,Yes,Electronic check,Month-to-month,2683-BPJSO
20.15,other,No internet service,No,151642.0,Yes,No,No internet service,No internet service,No,No,No internet service,0.0,826,No internet service,Female,No,39.0,No,No internet service,Mailed check,Two year,9710-NJERN
106.7,other,,,151642.0,,,,,,,,,7382.25,,Male,No,,No,,Bank transfer (automatic),Two year,9959-WOFKT
19.65,other,No internet service,No,151642.0,Yes,No,No internet service,No internet service,No,No,No internet service,0.0,19.65,No internet service,Male,No,1.0,Yes,No internet service,Mailed check,Month-to-month,6141-OOXUQ
94.95,other,Yes,No,151642.0,Yes,Fiber optic,No,No,No,No,Yes,0.0,2142.8,Yes,Male,Yes,22.0,No,Yes,Bank transfer (automatic),Month-to-month,4391-LNRXK
104.05,other,Yes,No,151642.0,Yes,Fiber optic,Yes,No,Yes,No,Yes,0.0,3416.85,No,Female,Yes,32.0,No,Yes,Credit card (automatic),One year,2325-WINES
81.7,other,No,No,151642.0,Yes,Fiber optic,No,No,Yes,No,No,0.0,2548.65,Yes,Male,No,31.0,No,No,Credit card (automatic),One year,2040-OBMLJ
93.2,other,Yes,Yes,151642.0,Yes,Fiber optic,Yes,No,Yes,No,No,1.0,2931,No,Female,Yes,32.0,Yes,No,Electronic check,Month-to-month,8290-YWKHZ
79.35,other,No,No,151642.0,Yes,Fiber optic,No,No,Yes,No,Yes,1.0,1835.3,No,Female,Yes,23.0,No,No,Mailed check,Month-to-month,2070-XYMFH
79.0,other,No,No,151642.0,Yes,Fiber optic,Yes,No,No,No,No,0.0,303.15,No,Female,Yes,4.0,Yes,No,Electronic check,Month-to-month,8752-STIVR
84.75,other,No,No,151642.0,Yes,Fiber optic,Yes,No,Yes,No,No,1.0,1350.15,No,Female,Yes,16.0,Yes,No,Electronic check,Month-to-month,4514-GFCFI
24.35,other,No internet service,No,151642.0,Yes,No,No internet service,No internet service,Yes,No,No internet service,0.0,1133.7,No internet service,Female,No,48.0,No,No internet service,Bank transfer (automatic),One year,1371-OJCEK
80.45,other,No,Yes,151642.0,Yes,Fiber optic,No,No,Yes,No,No,0.0,3398.9,No,Female,No,43.0,No,Yes,Electronic check,Month-to-month,3503-TYDAY
43.95,other,Yes,Yes,151642.0,No,DSL,Yes,No,No phone service,No,No,0.0,2007.85,No,Female,Yes,46.0,No,No,Electronic check,Month-to-month,9281-PKKZE
98.05,other,Yes,No,151642.0,Yes,Fiber optic,Yes,No,Yes,No,Yes,0.0,3990.6,No,Female,No,41.0,No,No,Bank transfer (automatic),Month-to-month,5312-UXESG
89.0,other,Yes,Yes,151642.0,Yes,DSL,Yes,Yes,Yes,Yes,Yes,0.0,6293.2,Yes,Female,Yes,70.0,No,Yes,Bank transfer (automatic),Two year,9415-ZNBSX
102.6,other,Yes,Yes,151642.0,Yes,Fiber optic,Yes,No,Yes,No,Yes,0.0,6296.75,No,Male,No,63.0,No,No,Electronic check,Two year,2019-HDCZY
94.1,other,No,Yes,151642.0,Yes,Fiber optic,Yes,No,Yes,Yes,No,0.0,6302.8,Yes,Female,No,67.0,No,Yes,Credit card (automatic),Two year,3392-EHMNK
20.05,other,No internet service,No,151642.0,Yes,No,No internet service,No internet service,No,No,No internet service,0.0,20.05,No internet service,Male,No,1.0,No,No internet service,Mailed check,Month-to-month,3030-ZKIWL
20.0,other,No internet service,No,151642.0,Yes,No,No internet service,No internet service,No,No,No internet service,0.0,20,No internet service,Male,No,1.0,No,No internet service,Mailed check,Month-to-month,7698-YFGEZ
19.6,other,No internet service,No,151642.0,Yes,No,No internet service,No internet service,No,No,No internet service,0.0,471.85,No internet service,Male,Yes,26.0,No,No internet service,Bank transfer (automatic),One year,0042-JVWOJ
95.35,other,Yes,No,151642.0,Yes,Fiber optic,Yes,No,Yes,No,No,1.0,898.35,No,Male,Yes,10.0,Yes,No,Electronic check,Month-to-month,2660-EMUBI
85.7,other,Yes,No,151642.0,Yes,Fiber optic,No,No,No,No,Yes,0.0,256.75,No,Male,No,3.0,No,No,Credit card (automatic),Month-to-month,3916-NRPAP
89.4,other,No,No,151642.0,Yes,Fiber optic,Yes,No,No,Yes,Yes,0.0,2001.5,No,Male,Yes,22.0,Yes,Yes,Electronic check,Month-to-month,1902-XBTFB
30.25,other,No,Yes,151642.0,No,DSL,No,No,No phone service,Yes,No,0.0,63.75,No,Female,Yes,2.0,No,Yes,Mailed check,Month-to-month,7389-KBFIT
54.85,other,No,No,151642.0,Yes,DSL,No,Yes,No,No,No,1.0,104.2,No,Female,No,2.0,Yes,Yes,Mailed check,Month-to-month,7580-UGXNC
86.4,other,No,No,151642.0,Yes,Fiber optic,No,No,Yes,No,Yes,0.0,6172,Yes,Male,Yes,71.0,No,No,Credit card (automatic),Two year,6339-TBELP
21.15,other,,,151642.0,,,,,,,,,1419.4,,Female,Yes,,No,,Bank transfer (automatic),Two year,2569-WGERO
87.75,other,No,No,151642.0,Yes,Fiber optic,Yes,Yes,Yes,No,No,0.0,1242.2,No,Male,Yes,15.0,No,No,Bank transfer (automatic),Month-to-month,9529-OFXHY
35.65,other,No,Yes,151642.0,No,DSL,No,No,No phone service,Yes,Yes,1.0,1025.15,No,Female,Yes,29.0,No,Yes,Mailed check,Month-to-month,6773-LQTVT
25.25,other,No internet service,Yes,151642.0,Yes,No,No internet service,No internet service,Yes,No,No internet service,0.0,1728.2,No internet service,Male,No,68.0,No,No internet service,Bank transfer (automatic),Two year,2072-ZVJJX
86.85,other,No,No,151642.0,Yes,Fiber optic,Yes,No,No,No,Yes,1.0,220.95,No,Female,Yes,3.0,Yes,No,Electronic check,Month-to-month,4140-MUHUG
19.75,other,No internet service,No,151642.0,Yes,No,No internet service,No internet service,No,Yes,No internet service,0.0,1124.2,No internet service,Male,No,61.0,No,No internet service,Mailed check,Two year,7157-SMCFK
19.6,other,No internet service,Yes,151642.0,Yes,No,No internet service,No internet service,No,Yes,No internet service,0.0,125,No internet service,Male,No,8.0,No,No internet service,Credit card (automatic),Two year,8148-WOCMK
100.3,other,Yes,No,151642.0,Yes,Fiber optic,Yes,Yes,No,No,No,0.0,6603.8,No,Male,Yes,64.0,No,Yes,Credit card (automatic),One year,5223-UZAVK
74.0,other,No,No,151642.0,Yes,DSL,Yes,Yes,Yes,No,Yes,0.0,3877.65,Yes,Female,No,52.0,No,No,Credit card (automatic),One year,0810-DHDBD
19.25,other,No internet service,No,151642.0,Yes,No,No internet service,No internet service,No,Yes,No internet service,0.0,48.35,No internet service,Male,No,2.0,No,No internet service,Mailed check,Month-to-month,3156-QLHBO
54.0,other,No,No,151642.0,Yes,DSL,No,Yes,No,No,No,1.0,1055.9,Yes,Male,No,20.0,No,No,Mailed check,One year,8883-GRDWQ
69.25,other,No,No,151642.0,Yes,Fiber optic,No,No,No,No,No,0.0,418.4,No,Female,Yes,6.0,Yes,No,Mailed check,Month-to-month,2079-FBMZK
90.4,other,Yes,Yes,151642.0,Yes,Fiber optic,Yes,No,No,Yes,No,0.0,2178.6,No,Male,Yes,25.0,Yes,No,Electronic check,One year,4607-CHPCA
114.6,other,Yes,No,151642.0,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,0.0,7882.5,Yes,Male,Yes,70.0,No,Yes,Electronic check,Two year,0530-IJVDB
45.9,other,No,No,151642.0,Yes,DSL,No,No,No,No,No,0.0,199.75,No,Male,Yes,4.0,No,No,Electronic check,Month-to-month,2831-EBWRN
79.5,other,No,No,151642.0,Yes,Fiber optic,No,No,Yes,No,No,1.0,4370.25,No,Female,Yes,54.0,Yes,Yes,Electronic check,Month-to-month,6987-XQSJT
84.7,other,Yes,No,151642.0,Yes,DSL,Yes,Yes,Yes,No,Yes,0.0,5991.05,No,Female,No,70.0,No,Yes,Mailed check,Two year,2987-BJXIK
,other,,,151642.0,,,,,,,,,,,,,,,,,,
85.3,other,Yes,No,151642.0,Yes,Fiber optic,No,No,No,No,Yes,0.0,781.4,No,Female,Yes,9.0,No,No,Credit card (automatic),Month-to-month,2959-FENLU
89.2,other,No,No,151642.0,Yes,Fiber optic,Yes,No,Yes,No,Yes,1.0,346.2,No,Female,Yes,4.0,Yes,No,Electronic check,Month-to-month,2865-TCHJW
58.75,other,Yes,Yes,151642.0,No,DSL,Yes,Yes,No phone service,No,Yes,0.0,3437.45,No,Female,Yes,57.0,No,Yes,Bank transfer (automatic),Month-to-month,0699-NDKJM
69.75,other,No,Yes,151642.0,Yes,Fiber optic,No,No,No,Yes,No,0.0,3557.7,No,Female,Yes,50.0,No,No,Bank transfer (automatic),Month-to-month,8329-GWVPJ
50.15,other,No,No,151642.0,Yes,DSL,No,No,Yes,Yes,No,0.0,1655.35,No,Female,No,35.0,No,No,Mailed check,Month-to-month,4422-QVIJA
79.35,other,Yes,Yes,151642.0,Yes,DSL,Yes,Yes,No,No,No,0.0,5753.25,Yes,Male,Yes,72.0,No,Yes,Bank transfer (automatic),Two year,2234-EOFPT
80.85,other,Yes,Yes,151642.0,Yes,DSL,Yes,No,Yes,Yes,Yes,1.0,4079.55,No,Male,Yes,52.0,No,Yes,Electronic check,One year,1309-XGFSN
53.75,other,No,No,151642.0,Yes,DSL,No,No,No,No,No,0.0,648.65,Yes,Male,Yes,12.0,No,Yes,Mailed check,Month-to-month,6898-MDLZW
80.15,other,Yes,No,151642.0,Yes,Fiber optic,No,No,No,No,No,0.0,80.15,No,Female,No,1.0,Yes,No,Credit card (automatic),Month-to-month,6086-ESGRL
25.2,other,No,No,151642.0,No,DSL,No,No,No phone service,No,No,1.0,102.5,No,Male,Yes,4.0,Yes,No,Bank transfer (automatic),Month-to-month,5167-GBFRE
49.55,other,No,No,151642.0,Yes,DSL,No,No,No,No,No,0.0,2077.95,No,Female,Yes,42.0,No,Yes,Electronic check,Month-to-month,3570-YUEKJ
20.1,other,No internet service,Yes,151642.0,Yes,No,No internet service,No internet service,No,Yes,No internet service,0.0,655.3,No internet service,Male,No,35.0,No,No internet service,Mailed check,Two year,5845-BZZIB
54.3,other,No,No,151642.0,Yes,DSL,No,No,No,No,No,0.0,654.5,Yes,Female,Yes,12.0,No,Yes,Electronic check,Month-to-month,1803-BGNBD
20.25,other,No internet service,No,151642.0,Yes,No,No internet service,No internet service,No,No,No internet service,0.0,186.15,No internet service,Female,No,9.0,No,No internet service,Mailed check,Month-to-month,6278-FEPBZ
85.0,other,Yes,Yes,151642.0,Yes,DSL,Yes,Yes,No,Yes,Yes,0.0,5607.75,Yes,Female,Yes,68.0,No,Yes,Credit card (automatic),Two year,2378-YIZKA
63.85,other,No,No,151642.0,Yes,DSL,No,Yes,Yes,No,No,1.0,4174.35,Yes,Female,Yes,66.0,No,Yes,Credit card (automatic),One year,5387-ASZNZ
69.9,other,No,No,151642.0,Yes,Fiber optic,No,No,No,No,No,0.0,497.3,No,Female,Yes,7.0,No,No,Mailed check,Month-to-month,0958-YHXGP
78.8,other,No,No,151642.0,Yes,Fiber optic,Yes,No,No,No,No,0.0,1641.3,No,Male,No,20.0,No,No,Electronic check,Month-to-month,3955-JBZZM
96.75,other,No,Yes,151642.0,Yes,Fiber optic,Yes,Yes,Yes,No,No,0.0,5238.9,No,Male,Yes,55.0,Yes,Yes,Electronic check,Month-to-month,0486-HECZI
74.3,other,No,No,151642.0,Yes,Fiber optic,No,No,No,No,No,0.0,74.3,No,Female,Yes,1.0,Yes,Yes,Credit card (automatic),Month-to-month,9894-EZEWG
115.15,other,Yes,Yes,151642.0,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,0.0,8349.45,Yes,Male,No,72.0,No,Yes,Bank transfer (automatic),Two year,0906-QVPMS
103.95,other,No,Yes,151642.0,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,0.0,7556.9,Yes,Female,Yes,72.0,No,Yes,Bank transfer (automatic),Two year,7663-YJHSN
74.25,other,No,Yes,151642.0,Yes,Fiber optic,No,No,Yes,Yes,No,0.0,4859.25,No,Female,Yes,66.0,No,No,Bank transfer (automatic),One year,1096-ADRUX
52.0,other,No,Yes,151642.0,No,DSL,Yes,Yes,No phone service,Yes,No,0.0,2884.9,Yes,Male,Yes,56.0,No,Yes,Mailed check,One year,6229-UOLQL
19.9,other,No internet service,No,151642.0,Yes,No,No internet service,No internet service,No,No,No internet service,0.0,199.45,No internet service,Female,Yes,10.0,No,No internet service,Mailed check,Month-to-month,4936-YPJNK
19.95,other,No internet service,Yes,151642.0,Yes,No,No internet service,No internet service,No,Yes,No internet service,0.0,1303.25,No internet service,Male,Yes,68.0,No,No internet service,Bank transfer (automatic),Two year,2181-TIDSV
19.15,other,No internet service,No,151642.0,Yes,No,No internet service,No internet service,No,No,No internet service,0.0,501.35,No internet service,Female,No,27.0,No,No internet service,Mailed check,One year,1998-VHJHK
90.95,other,Yes,No,151642.0,Yes,Fiber optic,Yes,No,No,No,No,1.0,2897.95,No,Female,No,32.0,No,No,Electronic check,Month-to-month,8189-XRIKE
103.95,other,Yes,Yes,151642.0,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,0.0,7517.7,Yes,Male,No,72.0,No,Yes,Credit card (automatic),Two year,9958-MEKUC
43.6,other,Yes,No,151642.0,No,DSL,No,No,No phone service,No,Yes,0.0,2748.7,No,Female,Yes,62.0,No,Yes,Credit card (automatic),Two year,3249-VHRIP
89.4,other,Yes,No,151642.0,Yes,Fiber optic,No,No,Yes,No,No,0.0,5976.9,No,Male,No,66.0,No,Yes,Credit card (automatic),Month-to-month,0130-SXOUN
69.6,other,Yes,No,151642.0,Yes,DSL,Yes,No,Yes,No,No,0.0,1394.55,No,Male,No,19.0,No,No,Mailed check,Month-to-month,6429-SHBCB
68.6,other,Yes,No,151642.0,Yes,DSL,No,No,Yes,No,Yes,0.0,2877.05,Yes,Female,Yes,41.0,No,No,Electronic check,One year,1921-KYSAY
89.75,other,Yes,No,151642.0,Yes,DSL,Yes,Yes,Yes,No,Yes,0.0,6367.2,Yes,Female,No,70.0,No,Yes,Credit card (automatic),Two year,4701-LKOZD
20.05,other,No internet service,Yes,151642.0,Yes,No,No internet service,No internet service,No,No,No internet service,0.0,1036,No internet service,Male,Yes,48.0,No,No internet service,Mailed check,Two year,0442-TDYUO
20.4,other,No internet service,No,151642.0,Yes,No,No internet service,No internet service,No,No,No internet service,0.0,266.6,No internet service,Female,No,12.0,No,No internet service,Mailed check,Month-to-month,1539-LNKHM
109.7,other,Yes,Yes,151642.0,Yes,Fiber optic,Yes,No,Yes,No,Yes,0.0,7344.45,Yes,Female,Yes,67.0,No,Yes,Credit card (automatic),One year,1360-XFJMR
98.15,other,Yes,No,151642.0,Yes,Fiber optic,No,Yes,No,No,Yes,0.0,567.45,Yes,Female,Yes,6.0,Yes,Yes,Bank transfer (automatic),Month-to-month,2506-CLAKW
24.45,other,No internet service,No,151642.0,Yes,No,No internet service,No internet service,Yes,No,No internet service,0.0,1493.1,No internet service,Female,No,59.0,No,No internet service,Electronic check,Two year,5075-JSDKI
36.1,other,No,Yes,151642.0,No,DSL,No,No,No phone service,Yes,Yes,0.0,1971.5,No,Male,Yes,56.0,No,Yes,Credit card (automatic),One year,6481-LXPWL
74.95,other,No,No,151642.0,Yes,Fiber optic,No,No,Yes,No,No,0.0,1834.95,No,Female,Yes,26.0,Yes,No,Bank transfer (automatic),Month-to-month,3943-KDREE
75.0,other,No,Yes,151642.0,Yes,DSL,Yes,Yes,Yes,Yes,No,0.0,4213.9,Yes,Female,Yes,55.0,No,Yes,Credit card (automatic),One year,5906-DVAPM
24.6,other,No,No,151642.0,No,DSL,No,No,No phone service,No,No,0.0,24.6,No,Female,No,1.0,Yes,No,Electronic check,Month-to-month,9227-LUNBG
70.85,other,No,Yes,151642.0,Yes,DSL,Yes,No,Yes,No,Yes,1.0,4738.85,No,Female,Yes,66.0,No,Yes,Bank transfer (automatic),One year,8016-ZMGMO
35.0,other,No,No,151642.0,No,DSL,No,Yes,No phone service,No,No,0.0,1782.4,No,Male,Yes,50.0,No,Yes,Mailed check,Month-to-month,8582-KRHPJ
67.45,other,No,Yes,151642.0,Yes,DSL,No,Yes,Yes,No,Yes,1.0,3252,No,Female,Yes,47.0,No,Yes,Credit card (automatic),Month-to-month,3537-RYBHH
109.95,other,Yes,Yes,151642.0,Yes,Fiber optic,Yes,No,Yes,No,Yes,1.0,7634.25,Yes,Male,Yes,69.0,No,Yes,Electronic check,Two year,0136-IFMYD
74.6,other,No,Yes,151642.0,Yes,Fiber optic,No,No,No,No,Yes,0.0,1797.75,No,Female,Yes,25.0,No,No,Electronic check,Month-to-month,7978-DKUQH
60.05,other,Yes,No,151642.0,No,DSL,Yes,Yes,No phone service,No,No,0.0,4176.7,Yes,Male,Yes,69.0,No,Yes,Bank transfer (automatic),Two year,8626-PTQGE
80.3,other,Yes,Yes,151642.0,Yes,Fiber optic,No,No,No,Yes,No,0.0,250.05,No,Female,Yes,3.0,Yes,No,Electronic check,Month-to-month,9897-KXHCM
20.75,other,No internet service,No,151642.0,Yes,No,No internet service,No internet service,No,No,No internet service,0.0,67.1,No internet service,Male,Yes,3.0,No,No internet service,Credit card (automatic),Month-to-month,0463-WZZKO
24.0,other,No internet service,Yes,151642.0,Yes,No,No internet service,No internet service,Yes,Yes,No internet service,0.0,1664.3,No internet service,Male,Yes,68.0,No,No internet service,Bank transfer (automatic),Two year,5220-AGAAX
73.85,other,No,No,151642.0,Yes,Fiber optic,No,No,No,No,Yes,1.0,3122.4,No,Male,No,44.0,No,No,Electronic check,Month-to-month,6896-SRVYQ
19.9,other,No internet service,No,151642.0,Yes,No,No internet service,No internet service,No,No,No internet service,0.0,57.4,No internet service,Female,No,2.0,No,No internet service,Electronic check,Month-to-month,2832-SCUCO
75.5,other,No,Yes,151642.0,Yes,Fiber optic,No,No,Yes,No,No,0.0,438,No,Male,Yes,6.0,Yes,No,Electronic check,Month-to-month,8185-UPYBR
105.7,other,Yes,Yes,151642.0,Yes,Fiber optic,Yes,No,Yes,No,Yes,0.0,7472.15,No,Male,Yes,71.0,No,Yes,Bank transfer (automatic),One year,5569-IDSEY
94.7,other,Yes,Yes,151642.0,Yes,Fiber optic,No,Yes,Yes,No,No,1.0,673.1,No,Male,Yes,7.0,Yes,Yes,Credit card (automatic),Month-to-month,6502-HCJTI
24.7,other,No,No,151642.0,No,DSL,No,No,No phone service,Yes,No,0.0,24.7,No,Male,Yes,1.0,No,No,Electronic check,Month-to-month,2862-PFNIK
90.35,other,Yes,Yes,151642.0,Yes,Fiber optic,No,Yes,No,Yes,Yes,0.0,434.5,No,Male,Yes,5.0,No,No,Mailed check,Month-to-month,8212-DJRCH
86.05,other,No,No,151642.0,Yes,Fiber optic,Yes,No,Yes,No,No,1.0,3865.6,No,Male,Yes,47.0,No,No,Credit card (automatic),Month-to-month,3452-ABWRL
20.35,other,No internet service,No,151642.0,Yes,No,No internet service,No internet service,No,No,No internet service,0.0,92.75,No internet service,Male,No,5.0,No,No internet service,Mailed check,Month-to-month,6621-YOBKI
43.35,other,Yes,Yes,151642.0,No,DSL,No,No,No phone service,No,Yes,1.0,371.4,No,Male,Yes,8.0,No,Yes,Mailed check,Month-to-month,2761-XECQW
80.9,other,Yes,Yes,151642.0,Yes,Fiber optic,No,No,No,No,No,0.0,4557.5,No,Male,Yes,56.0,No,No,Electronic check,One year,4869-EPIUS
20.15,other,No internet service,No,151642.0,Yes,No,No internet service,No internet service,No,No,No internet service,0.0,163.7,No internet service,Male,Yes,9.0,No,No internet service,Mailed check,One year,8631-XVRZL
100.45,other,Yes,No,151642.0,,Fiber optic,Yes,Yes,No,No,Yes,0.0,3801.7,No,Male,Yes,39.0,No,No,Electronic check,Two year,1116-DXXDF
71.9,other,Yes,Yes,151642.0,Yes,DSL,No,Yes,Yes,Yes,No,0.0,3173.35,Yes,Male,Yes,43.0,No,No,Credit card (automatic),One year,7100-FQPRV
95.0,other,Yes,Yes,151642.0,Yes,Fiber optic,No,No,Yes,No,Yes,0.0,3008.15,Yes,Female,Yes,33.0,No,No,Credit card (automatic),Month-to-month,2105-PHWON
19.0,other,No internet service,Yes,151642.0,Yes,No,No internet service,No internet service,No,No,No internet service,0.0,918.7,No internet service,Female,No,49.0,No,No internet service,Credit card (automatic),One year,9732-OUYRN
29.7,other,No,No,151642.0,No,DSL,No,Yes,No phone service,No,No,0.0,29.7,No,Male,No,1.0,Yes,No,Mailed check,Month-to-month,9526-BIHHD
74.55,other,No,No,151642.0,Yes,Fiber optic,No,No,Yes,No,No,1.0,622.9,No,Female,Yes,9.0,Yes,No,Electronic check,Month-to-month,0709-TVGUR
95.35,other,Yes,No,151642.0,Yes,Fiber optic,Yes,No,No,No,Yes,0.0,660.9,No,Female,Yes,7.0,Yes,No,Electronic check,Month-to-month,8357-EQXFO
20.4,other,No internet service,No,151642.0,Yes,No,No internet service,No internet service,No,No,No internet service,0.0,20.4,No internet service,Male,No,1.0,No,No internet service,Mailed check,Month-to-month,6579-JPICP
20.0,other,No internet service,Yes,151642.0,Yes,No,No internet service,No internet service,No,Yes,No internet service,0.0,20,No internet service,Female,No,1.0,No,No internet service,Electronic check,Month-to-month,3807-XHCJH
100.5,other,Yes,No,151642.0,Yes,Fiber optic,Yes,No,Yes,No,Yes,0.0,514,No,Female,Yes,5.0,Yes,No,Electronic check,Month-to-month,9681-OXGVC
90.15,other,Yes,Yes,151642.0,Yes,Fiber optic,No,No,Yes,No,Yes,0.0,2423.4,No,Female,No,27.0,No,No,Bank transfer (automatic),Month-to-month,1173-NOEYG
70.55,other,Yes,Yes,151642.0,Yes,DSL,No,No,Yes,No,Yes,0.0,3420.5,No,Male,Yes,48.0,No,Yes,Credit card (automatic),One year,8550-XSXUQ
64.4,other,No,No,151642.0,Yes,DSL,No,Yes,Yes,No,No,0.0,2088.75,Yes,Female,Yes,34.0,Yes,Yes,Mailed check,One year,0866-QLSIR
105.35,other,Yes,Yes,151642.0,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,0.0,1559.25,No,Female,Yes,15.0,No,Yes,Bank transfer (automatic),Month-to-month,5947-SGKCL
72.6,other,Yes,Yes,151642.0,Yes,DSL,Yes,Yes,No,Yes,No,1.0,4084.35,Yes,Female,Yes,56.0,No,No,Credit card (automatic),Two year,4295-YURET
95.9,other,Yes,Yes,151642.0,Yes,Fiber optic,No,No,Yes,No,Yes,1.0,2745.2,No,Male,Yes,29.0,Yes,Yes,Electronic check,Month-to-month,1771-OADNZ
54.25,other,No,No,151642.0,Yes,DSL,No,No,Yes,No,No,0.0,773.2,No,Female,Yes,14.0,No,Yes,Mailed check,One year,6994-ORCWG
20.05,other,No internet service,No,151642.0,Yes,No,No internet service,No internet service,No,No,No internet service,0.0,267,No internet service,Male,No,12.0,No,No internet service,Credit card (automatic),One year,5993-BQHEA
80.15,other,No,Yes,151642.0,Yes,Fiber optic,No,Yes,No,No,No,0.0,194.55,Yes,Female,Yes,2.0,No,No,Electronic check,Month-to-month,4741-WWJQZ
72.95,other,No,No,151642.0,Yes,Fiber optic,No,No,Yes,No,No,1.0,3829.75,No,Male,Yes,52.0,No,No,Bank transfer (automatic),Month-to-month,7693-QPEFS
63.55,other,No,Yes,151642.0,Yes,DSL,No,Yes,Yes,No,No,1.0,1381.8,Yes,Female,Yes,22.0,No,Yes,Mailed check,Month-to-month,3402-XRIUO
100.3,other,Yes,No,151642.0,Yes,Fiber optic,Yes,Yes,No,No,No,0.0,4483.95,No,Female,Yes,45.0,No,Yes,Electronic check,One year,0853-NWIFK
59.85,other,Yes,Yes,151642.0,No,DSL,Yes,Yes,No phone service,Yes,Yes,0.0,3590.2,Yes,Female,No,60.0,No,No,Credit card (automatic),Two year,7131-ZQZNK
